listings code,lookup name,index name
JUS,JUPITER US SMALLER COMPANIES,JUPITER US SMALLER COMPANIES PLC
JET,JUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.
JUST,JUST GROUP,JUST GROUP PLC
JZCP,JZ CAPITAL PARTNERS LIMITED,JZ CAPITAL PARTNERS LIMITED
JZCZ,JZ CAPITAL PARTNERS LIMITED,JZ CAPITAL PARTNERS LIMITED
KBT,K3 BUSINESS TECHNOLOGY GROUP,K3 BUSINESS TECHNOLOGY GROUP PLC
K3C,K3 CAPITAL GROUP,K3 CAPITAL GROUP PLC
KNOS,KAINOS GROUP,KAINOS GROUP PLC
KAKU,KAKUZI LIMITED,KAKUZI LD
KAPE,KAPE TECHNOLOGIES,KAPE TECHNOLOGIES PLC
KDR,KARELIAN DIAMOND RESOURCES,KARELIAN DIAMOND RESOURCES PLC
KAT,KATORO GOLD,KATORO GOLD PLC
KAV,KAVANGO RESOURCES,KAVANGO RESOURCES PLC
KAZ,KAZ MINERALS,KAZERA GLOBAL PLC
KZG,KAZERA GLOBAL,KAZ MINERALS PLC
19PS,KCELL JOINT STOCK COMPANY,KCELL JOINT STOCK COMPANY
KCEL,KCELL JOINT STOCK COMPANY,KCELL JOINT STOCK COMPANY
KCR,KCR RESIDENTIAL REIT,KCR RESIDENTIAL REIT PLC
KEFI,KEFI GOLD AND COPPER,KEFI GOLD AND COPPER PLC
KLR,KELLER GROUP,KELLER GROUP PLC
KMR,KENMARE RESOURCES,KENMARE RESOURCES PLC
KRS,KERAS RESOURCES,KERAS RESOURCES PLC
KYGA,KERRY GROUP,KERRY GROUP PLC
70HF,KEYSTONE INVESTMENT TRUST,KEYSTONE INVESTMENT TRUST PLC
KIT,KEYSTONE INVESTMENT TRUST,KEYSTONE INVESTMENT TRUST PLC
KEYS,KEYSTONE LAW GROUP,KEYSTONE LAW GROUP PLC
KWS,KEYWORDS STUDIOS,KEYWORDS STUDIOS PLC
KIBO,KIBO ENERGY,KIBO ENERGY PLC
KIE,KIER GROUP,KIER GROUP PLC
KCT,KIN AND CARTA,KIN AND CARTA PLC
KGF,KINGFISHER,KINGFISHER PLC
KAY,KINGS ARMS YARD VCT,KINGS ARMS YARD VCT PLC
KGP,KINGSPAN GROUP,KINGSPAN GROUP PLC
KWG,KINGSWOOD HOLDING LIMITED,KINGSWOOD HOLDINGS LIMITED
KKVX,KKV SECURED LOAN FUND LIMITED,KKV SECURED LOAN FUND LIMITED
KKVL,KKV SECURED LOAN FUND LIMITED,KKV SECURED LOAN FUND LIMITED
KGH,KNIGHTS GROUP HOLDING,KNIGHTS GROUP HOLDINGS PLC
KOD,KODAL MINERALS,KODAL MINERALS PLC
KNM,KONAMI HOLDING CORPORATION,KONAMI HOLDINGS CORPORATION
KOO,KOOTH,KOOTH PLC
KP2,KORE POTASH,KORE POTASH PLC
KOS,KOSMOS ENERGY LIMITED,KOSMOS ENERGY LTD
KRM,KRM22,KRM22 PLC
KMK,KROMEK GROUP,KROMEK GROUP PLC
KRPZ,KROPZ,KROPZ PLC
KSK,KSK POWER VENTUR,KSK POWER VENTUR PLC
LAM,LAMPRELL,LAMPRELL PLC
LRE,LANCASHIRE HOLDING LIMITED,LANCASHIRE HOLDINGS LIMITED
LAND,LAND SECURITIES GROUP,LANDORE RESOURCES LIMITED
LND,LANDORE RESOURCES LIMITED,LAND SECURITIES GROUP PLC
LOGP,LANSDOWNE OIL AND GAS,LANSDOWNE OIL & GAS PLC
LTOD,LARSEN AND TOUBRO LIMITED,LARSEN AND TOUBRO LIMITED
LTHP,LATHAM (JAMES),LATHAM (JAMES) PLC
LTHM,LATHAM (JAMES),LATHAM (JAMES) PLC
LWDB,LAW DEBENTURE CORPORATION,LAW DEBENTURE CORPORATION PLC
LTG,LEARNING TECHNOLOGIES GROUP,LEARNING TECHNOLOGIES GROUP PLC
LDSG,LEEDS GROUP,LEEDS GROUP PLC
LGEN,LEGAL AND GENERAL GROUP,LEGAL & GENERAL GROUP PLC
LEK,LEKOIL LIMITED,LEKOIL LIMITED
LNTR,LENTA,LENTA PLC
LNTA,LENTA,LENTA PLC
39IB,LG ELECTRONICS INC,LG ELECTRONICS INC
LGLD,LG ELECTRONICS INC,LG ELECTRONICS INC
LIDA,LIDCO GROUP,LIDCO GROUP PLC
LID,LIDCO GROUP,LIDCO GROUP PLC
LSAA,LIFE SETTLEMENT ASSETS,LIFE SETTLEMENT ASSETS PLC
LSAB,LIFE SETTLEMENT ASSETS,LIFE SETTLEMENT ASSETS PLC
LME,LIMITLESS EARTH,LIMITLESS EARTH PLC
LTI,LINDSELL TRAIN INVESTMENT TRUST,LINDSELL TRAIN INVESTMENT TRUST PLC
LIO,LIONTRUST ASSET MANAGEMENT,LIONTRUST ASSET MANAGEMENT PLC
LTTG,LITE-ON TECHNOLOGY CORPORATION,LITE-ON TECHNOLOGY CORPORATION
LTTD,LITE-ON TECHNOLOGY CORPORATION,LITE-ON TECHNOLOGY CORPORATION
LIT,LITIGATION CAPITAL MANAGEMENT LIMITED,LITIGATION CAPITAL MANAGEMENT LIMITED
LVCG,LIVE COMPANY GROUP,LIVE COMPANY GROUP PLC
LIV,LIVERMORE INVESTMENTS GROUP LIMITED,LIVERMORE INVESTMENTS GROUP LIMITED
LLOY,LLOYDS BANKING GROUP,LLOYDS BANKING GROUP PLC
LMS,LMS CAPITAL,LMS CAPITAL PLC
LSR,THE LOCAL SHOPPING REIT,THE LOCAL SHOPPING REIT PLC
LSAI,LOCATION SCIENCES GROUP,LOCATION SCIENCES GROUP PLC
LOK,LOK'N STORE GROUP,LOK'N STORE GROUP PLC
LAS,LONDON AND ASSOCIATED PROPERTIES,LONDON & ASSOCIATED PROPERTIES PLC
LFI,LONDON FINANCE AND INVESTMENT GROUP,LONDON FINANCE & INVESTMENT GROUP PLC
LSC,LONDON SECURITY,LONDONMETRIC PROPERTY PLC
LSE,LONDON STOCK EXCHANGE GROUP,LONDON SECURITY PLC
LMP,LONDONMETRIC PROPERTY,LONDON STOCK EXCHANGE GROUP PLC
LBE,LONGBOAT ENERGY,LONGBOAT ENERGY PLC
LOOK,LOOKERS,LOOKERS PLC
LOOP,LOOPUP GROUP,LOOPUP GROUP PLC
LGRS,LOUNGERS,LOUNGERS PLC
LWI,LOWLAND INVESTMENT COMPANY,LOWLAND INVESTMENT COMPANY PLC
LPA,LPA GROUP,LPA GROUP PLC
LSL,LSL PROPERTY SERVICES,LSL PROPERTY SERVICES PLC
LUCE,LUCECO,LUCECO PLC
LKCA,LUCKY CEMENT LIMITED,LUCKY CEMENT LIMITED
LKCS,LUCKY CEMENT LIMITED,LUCKY CEMENT LIMITED
LXI,LXI REIT,LXI REIT PLC
WINK,M WINKWORTH,MACAU PROPERTY OPPORTUNITIES FUND LIMITED
SAA,MANDC SAATCHI,MACFARLANE GROUP PLC
MGCI,MANDG,MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.
MNG,MANDG CREDIT INCOME INVESTMENT TRUST,MAESTRANO GROUP PLC
MPE,M.P. EVANS GROUP,MAGYAR TELEKOM TELECOMMUNICATIONS PLC
MPO,MACAU PROPERTY OPPORTUNITIES FUND LIMITED,MAHINDRA & MAHINDRA LIMITED
MACF,MACFARLANE GROUP,MAIL.RU GROUP LIMITED
MNHD,MADINET NASR FOR HOUSING AND DEVELOPMENT S.A.E.,MAINTEL HOLDINGS PLC
11KQ,MADINET NASR FOR HOUSING AND DEVELOPMENT S.A.E.,MAINTEL HOLDINGS PLC
MNO,MAESTRANO GROUP,MAJEDIE INVESTMENTS PLC
MAVD,MAGYAR TELEKOM TELECOMMUNICATIONS,MALVERN INTERNATIONAL PLC
MHID,MAHINDRA AND MAHINDRA LIMITED,MANCHESTER & LONDON INVESTMENT TRUST PLC
61HE,MAIL.RU GROUP LIMITED,MANDARIN ORIENTAL INTERNATIONAL LD
MAIL,MAIL.RU GROUP LIMITED,MANDARIN ORIENTAL INTERNATIONAL LD
MAI,MAINTEL HOLDING,MANDO MACHINERY CORPORATION
MAJE,MAJEDIE INVESTMENTS LIMITED,MAN GROUP PLC
MLVN,MALVERN INTERNATIONAL,MANOLETE PARTNERS PLC
EMG,MAN GROUP,MANX FINANCIAL GROUP PLC
MNL,MANCHESTER AND LONDON INVESTMENT TRUST,MARBLE POINT LOAN FINANCING LIMITED
MDOB,MANDARIN ORIENTAL INTERNATIONAL LIMITED,MARECHALE CAPITAL PLC
MDOJ,MANDARIN ORIENTAL INTERNATIONAL LIMITED,MARECHALE CAPITAL PLC
MDO,MANDARIN ORIENTAL INTERNATIONAL LIMITED,MARECHALE CAPITAL PLC
05IS,MANDO MACHINERY CORPORATION,MARKS AND SPENCER GROUP PLC
MNMD,MANDO MACHINERY CORPORATION,MARKS AND SPENCER GROUP PLC
MANO,MANOLETE PARTNERS,MARLOWE PLC
MFX,MANX FINANCIAL GROUP,MARSHALL MOTOR HOLDINGS PLC
MPLF,MARBLE POINT LOAN FINANCING LIMITED,MARSHALLS PLC
MPLS,MARBLE POINT LOAN FINANCING LIMITED,MARSHALLS PLC
MAC,MARECHALE CAPITAL,MARSH & MCLENNAN COS. INC
MKS,MARKS AND SPENCER GROUP,MARSTON'S PLC
MRL,MARLOWE,MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC
MHM,MARSH AND MCLENNAN COMPANIES INC,MARUWA CO. LTD
MMH,MARSHALL MOTOR HOLDING,MARWYN VALUE INVESTORS LIMITED
MSLH,MARSHALLS,MATOMY MEDIA GROUP LTD.
92IP,MARSTON'S,MATTIOLI WOODS PLC
MARS,MARSTON'S,MATTIOLI WOODS PLC
MNP,MARTIN CURRIE GLOBAL PORTFOLIO TRUST,MAVEN INCOME AND GROWTH VCT 3 PLC
MAW,MARUWA CO LIMITED,MAVEN INCOME AND GROWTH VCT 5 PLC
MVI,MARWYN VALUE INVESTMENTSESTORS LIMITED,MAVEN INCOME & GROWTH VCT 4 PLC
MVIR,MARWYN VALUE INVESTMENTSESTORS LIMITED,MAVEN INCOME & GROWTH VCT 4 PLC
MTMY,MATOMY MEDIA GROUP LIMITED,MAVEN INCOME & GROWTH VCT PLC
MTW,MATTIOLI WOODS,MAXCYTE INC
MAV4,MAVEN INCOME AND GROWTH VCT,MCBRIDE PLC
MIG5,MAVEN INCOME AND GROWTH VCT 4,MCCARTHY & STONE PLC
MIG1,MAVEN INCOME AND GROWTH VCT 5,MCKAY SECURITIES PLC
MIG3,MAVEN INCOME AND GROWTH VCT 3,MCCOLL'S RETAIL GROUP PLC
MXCT,MAXCYTE INC,MC MINING LIMITED
MXCL,MAXCYTE INC,MC MINING LIMITED
MCM,MC MINING LIMITED,M&C SAATCHI PLC
MCB,MCBRIDE,MD MEDICAL GROUP INVESTMENTS PLC
MCS,MCCARTHY AND STONE,MEARS GROUP PLC
MCLS,MCCOLL'S RETAIL GROUP,MEDIA AND INCOME TRUST PLC
MCKS,MCKAY SECURITIES,MEDIAZEST PLC
14NY,MD MEDICAL GROUP INVESTMENTS,MEDICA GROUP PLC
MDMG,MD MEDICAL GROUP INVESTMENTS,MEDICA GROUP PLC
MER,MEARS GROUP,MEDICLINIC INTERNATIONAL PLC
MEI,MEDIA AND INCOME TRUST,MEGGITT PLC
MEIP,MEDIA AND INCOME TRUST,MEGGITT PLC
MDZ,MEDIAZEST,MEIKLES LIMITED
MGP,MEDICA GROUP,MELODYVR GROUP PLC
MDC,MEDICLINIC INTERNATIONAL,MELROSE INDUSTRIES PLC
MGGT,MEGGITT,MENA LAND PLC
MIK,MEIKLES LIMITED,MENHADEN PLC
MVR,MELODYVR GROUP,MENZIES(JOHN) PLC
MRO,MELROSE INDUSTRIES,MERCANTILE INVESTMENT TRUST (THE) PLC
MENA,MENA LAND,MERCANTILE PORTS & LOGISTICS LIMITED
MHN,MENHADEN,MERCHANTS TRUST PLC
68HN,MENZIES(JOHN),MERCIA ASSET MANAGEMENT PLC
MNZS,MENZIES(JOHN),MERCIA ASSET MANAGEMENT PLC
MRC,MERCANTILE INVESTMENT TRUST (THE),MEREO BIOPHARMA GROUP PLC
MPL,MERCANTILE PORTS AND LOGISTICS LIMITED,MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED
72HN,MERCHANTS TRUST,METALNRG PLC
MRCH,MERCHANTS TRUST,METALNRG PLC
MERC,MERCIA ASSET MANAGEMENT,METALS EXPLORATION PLC
MPH,MEREO BIOPHARMA GROUP,METAL TIGER PLC
MERI,MERIAN CHRYSALIS INVESTMENT COMPANY,METRO BANK PLC
MTR,METAL TIGER,M&G CREDIT INCOME INVESTMENT TRUST PLC
MNRG,METALNRG,M&G PLC
MTL,METALS EXPLORATION,MHP SE
MTRO,METRO BANK,MICHELMERSH BRICK HOLDINGS PLC
71HT,MHP SE,MICRO FOCUS INTERNATIONAL PLC
MHPC,MHP SE,MICRO FOCUS INTERNATIONAL PLC
MBH,MICHELMERSH BRICK HOLDING,MICROSAIC SYSTEMS PLC
MCRO,MICRO FOCUS INTERNATIONAL,MIDATECH PHARMA PLC
MSYS,MICROSAIC SYSTEMS,MIDDLEFIELD CANADIAN INCOME PCC
MWY,MID-WYND INTERNATIONAL INVESTMENT TRUST,MINCON GROUP PLC
MTPH,MIDATECH PHARMA,MIDWICH GROUP PLC
MCT,MIDDLEFIELD CANADIAN INCOME PCC,MID-WYND INTERNATIONAL INVESTMENT TRUST PLC
MIDW,MIDWICH GROUP,MILA RESOURCES PLC
MILA,MILA RESOURCES,MIND GYM PLC
MCON,MINCON GROUP,MINDS + MACHINES GROUP LIMITED
MIND,MIND GYM,MINERAL & FINANCIAL INVESTMENTS LIMITED
MMX,MINDS + MACHINES GROUP LIMITED,"MINING, MINERALS & METALS PLC"
MAFL,MINERAL AND FINANCIAL INVESTMENTS LIMITED,MINOAN GROUP PLC
MMM,"MINING, MINERALS AND METALS",MIRADA PLC
MIN,MINOAN GROUP,MIRRIAD ADVERTISING PLC
MIRA,MIRADA,MITCHELLS & BUTLERS PLC
MIRI,MIRRIAD ADVERTISING,MITIE GROUP PLC
MAB,MITCHELLS AND BUTLERS,MITON GLOBAL OPPORTUNITIES PLC
MTO,MITIE GROUP,MITON UK MICROCAP TRUST PLC
MIGO,MITON GLOBAL OPPORTUNITIES,MITSUBISHI ELECTRIC CORPORATION
MINI,MITON UK MICROCAP TRUST,MJ GLEESON PLC
MEL,MITSUBISHI ELECTRIC CORPORATION,MJ HUDSON GROUP PLC
GLE,MJ GLEESON,MKANGO RESOURCES LTD
MJH,MJ HUDSON GROUP,MOBEUS INCOME & GROWTH 2 VCT PLC
MKA,MKANGO RESOURCES LIMITED,MOBEUS INCOME & GROWTH 4 VCT PLC
MIG,MOBEUS INCOME AND GROWTH 2 VCT,MOBEUS INCOME & GROWTH VCT PLC
MIG4,MOBEUS INCOME AND GROWTH 4 VCT,MOBILE STREAMS PLC
MIX,MOBEUS INCOME AND GROWTH VCT,MOBILE TORNADO GROUP PLC
MOS,MOBILE STREAMS,MOBILITYONE LIMITED
MBT,MOBILE TORNADO GROUP,MOBIUS INVESTMENT TRUST PLC
MBO,MOBILITYONE LIMITED,MODERN WATER PLC
MMIT,MOBIUS INVESTMENT TRUST,MONDI PLC
MODE,MODE GLOBAL HOLDING,#N/A
MWG,MODERN WATER,MONEYSUPERMARKET.COM GROUP PLC
MNDI,MONDI,MONKS INVESTMENT TRUST PLC
MONY,MONEYSUPERMARKET.COM GROUP,MONTANARO EUROPEAN SMALLER C. TST PLC
MNKS,MONKS INVESTMENT TRUST,MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST PLC
MTE,MONTANARO EUROPEAN SMALLER COMPANIES TRUST,MORGAN ADVANCED MATERIALS PLC
MTU,MONTANARO UK SMALLER COMPANIES INVESTMENT TRUST,MORGAN SINDALL GROUP PLC
BA29,MORGAN ADVANCED MATERIALS,MORRISON (WM) SUPERMARKETS PLC
BA05,MORGAN ADVANCED MATERIALS,MORRISON (WM) SUPERMARKETS PLC
MGAM,MORGAN ADVANCED MATERIALS,MORRISON (WM) SUPERMARKETS PLC
MGNS,MORGAN SINDALL GROUP,MORSES CLUB PLC
MRW,MORRISON (WM) SUPERMARKETS,MORTGAGE ADVICE BUREAU (HOLDINGS) PLC
MCL,MORSES CLUB,MOSMAN OIL AND GAS LIMITED
MAB1,MORTGAGE ADVICE BUREAU (HOLDING),MOTHERCARE PLC
MSMN,MOSMAN OIL AND GAS LIMITED,MOTIF BIO PLC
MTC,MOTHERCARE,MOTORPOINT GROUP PLC
MTFB,MOTIF BIO,MOUNTFIELD GROUP PLC
MOTR,MOTORPOINT GROUP,MOUNTVIEW ESTATES PLC
MOGP,MOUNTFIELD GROUP,MPAC GROUP PLC
MTVW,MOUNTVIEW ESTATES,M.P. EVANS GROUP PLC
MPAC,MPAC GROUP,MS INTERNATIONAL PLC
MSI,MS INTERNATIONAL,MTI WIRELESS EDGE LTD.
MWE,MTI WIRELESS EDGE LIMITED,MULBERRY GROUP PLC
MUL,MULBERRY GROUP,MURRAY INCOME TRUST PLC
MUT,MURRAY INCOME TRUST,MURRAY INTERNATIONAL TRUST PLC
MYI,MURRAY INTERNATIONAL TRUST,MUSEDIA CORPORATION
MSD,MUSEDIA CORPORATION,MUSTANG ENERGY PLC
MUST,MUSTANG ENERGY,M WINKWORTH PLC
MIL,MYANMAR INVESTMENTS INTERNATIONAL LIMITED,MYANMAR INVESTMENTS INTERNATIONAL LIMITED
SHWE,MYANMAR STRATEGIC HOLDING LIMITED,MYANMAR STRATEGIC HOLDINGS LIMITED
MYX,MYCELX TECHNOLOGIES CORPORATION,MYCELX TECHNOLOGIES CORPORATION
MYSL,MYSALE GROUP,MYSALE GROUP PLC
N4P,N4 PHARMA,N4 PHARMA PLC
NAH,NAHL GROUP,NAHL GROUP PLC
NAK,NAKAMA GROUP,NAKAMA GROUP PLC
WINE,NAKED WINES,NAKED WINES PLC
NANO,NANOCO GROUP,NANOCO GROUP PLC
NPSN,NASPERS LIMITED,NASPERS LIMITED
NEX,NATIONAL EXPRESS GROUP,NATIONAL EXPRESS GROUP PLC
NG.,NATIONAL GRID,NATIONAL GRID PLC
NWOR,NATIONAL WORLD,NATIONAL WORLD PLC
NBS,NATIONWIDE BUILDING SOCIETY,NATIONWIDE BUILDING SOCIETY
NWG,NATWEST GROUP,NATWEST GROUP PLC
NBDX,NB DISTRESSED DEBT INVESTMENT FUND LIMITED,NB DISTRESSED DEBT INVESTMENT FUND LIMITED
NBDD,NB DISTRESSED DEBT INVESTMENT FUND LIMITED,NB DISTRESSED DEBT INVESTMENT FUND LIMITED
NBDG,NB DISTRESSED DEBT INVESTMENT FUND LIMITED,NB DISTRESSED DEBT INVESTMENT FUND LIMITED
NBMI,NB GLOBAL MONTHLY INCOME FUND LIMITED,NB GLOBAL MONTHLY INCOME FUND LIMITED
NBPP,NB PRIVATE EQUITY PARTNERS LIMITED,NB PRIVATE EQUITY PARTNERS LIMITED
NBPS,NB PRIVATE EQUITY PARTNERS LIMITED,NB PRIVATE EQUITY PARTNERS LIMITED
NBPE,NB PRIVATE EQUITY PARTNERS LIMITED,NB PRIVATE EQUITY PARTNERS LIMITED
NBPU,NB PRIVATE EQUITY PARTNERS LIMITED,NB PRIVATE EQUITY PARTNERS LIMITED
NCC,NCC GROUP,NCC GROUP PLC
NCCL,NCONDEZI ENERGY LIMITED,NCONDEZI ENERGY LIMITED
NET,NETCALL,NETCALL PLC
NSCI,NETSCIENTIFIC,NETSCIENTIFIC PLC
NETW,NETWORK INTERNATIONAL HOLDING,NETWORK INTERNATIONAL HOLDINGS PLC
NCA2,NEW CENTURY AIM VCT,NEW CENTURY AIM VCT 2 PLC
NCA,NEW CENTURY AIM VCT 2,NEW CENTURY AIM VCT PLC
NSI,NEW STAR INVESTMENT TRUST,NEWMARK SECURITY PLC
NWT,NEWMARK SECURITY,NEW STAR INVESTMENT TRUST PLC
NRR,NEWRIVER REIT,NEW TREND LIFESTYLE GROUP PLC
NFC,NEXT,NEXTENERGY SOLAR FUND LIMITED
NXT,NEXT FIFTEEN COMMUNICATIONS GROUP,NEXT FIFTEEN COMMUNICATIONS GROUP PLC
NESF,NEXTENERGY SOLAR FUND LIMITED,NEXT PLC
NEXS,NEXUS INFRASTRUCTURE,NEXUS INFRASTRUCTURE PLC
NICL,NICHOLS,NICHOLS PLC
N91,NINETY ONE,NINETY ONE PLC
NAVF,NIPPON ACTIVE VALUE FUND,NIPPON ACTIVE VALUE FUND PLC
NMB,NMBZ HOLDING LIMITED,NMBZ HOLDINGS LD
NMBA,NMBZ HOLDING LIMITED,NMBZ HOLDINGS LD
NMCN,NMCN,NMCN PLC
NSF,NON-STANDARD FINANCE,NON-STANDARD FINANCE PLC
NXR,NORCROS,NORCROS PLC
NSH,NORISH,NORISH PLC
NBB,NORMAN BROADBENT,NORMAN BROADBENT PLC
NAIT,NORTH AMERICAN INCOME TRUST (THE),NORTHAMBER PLC
NAS,NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST,NORTH AMERICAN INCOME TRUST (THE) PLC
NAR,NORTHAMBER,NORTH ATLANTIC SMALLER COMPANIES INVESTMENT TRUST PLC
NBI,NORTHBRIDGE INDUSTRIAL SERVICES,NORTHBRIDGE INDUSTRIAL SERVICES PLC
NTV,NORTHERN 2 VCT,NORTHERN 2 VCT PLC
NTN,NORTHERN 3 VCT,NORTHERN 3 VCT PLC
NTBR,NORTHERN BEAR,NORTHERN BEAR PLC
NTEA,NORTHERN ELECTRIC,NORTHERN ELECTRIC PLC
NVT,NORTHERN VENTURE TRUST,NORTHERN VENTURE TRUST PLC
NTOG,NOSTRA TERRA OIL AND GAS COMPANY,NOSTRA TERRA OIL AND GAS COMPANY PLC
NOG,NOSTRUM OIL AND GAS,NOSTRUM OIL & GAS PLC
55VX,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",NOVACYT S.A.
NLB,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA",NOVACYT S.A.
NCYT,NOVACYT S.A.,"NOVA LJUBLJANSKA BANKA D.D., LJUBLJANA"
NLMA,NOVOLIPETSK STEEL,NOVOLIPETSK STEEL
NLMK,NOVOLIPETSK STEEL,NOVOLIPETSK STEEL
NUC,NUCLEUS FINANCIAL GROUP,NUCLEUS FINANCIAL GROUP PLC
NFX,NUFORMIX,NUFORMIX PLC
NUM,NUMIS CORPORATION,NUMIS CORPORATION PLC
NUOG,NU-OIL AND GAS,NU-OIL AND GAS PLC
NWF,NWF GROUP,NWF GROUP PLC
61HD,O'KEY GROUP S.A.,O'KEY GROUP S.A.
OKEY,O'KEY GROUP S.A.,O'KEY GROUP S.A.
OCI,OAKLEY CAPITAL INVESTMENTS LIMITED,OAKLEY CAPITAL INVESTMENTS LIMITED
OCDO,OCADO GROUP,OCADO GROUP PLC
OOUT,OCEAN OUTDOOR LIMITED,OCEAN OUTDOOR LIMITED
OCN,OCEAN WILSONS (HOLDING) LIMITED,OCEAN WILSONS (HOLDINGS) LD
OCT,OCTAGONAL,OCTAGONAL PLC
OSEC,OCTOPUS AIM VCT,OCTOPUS AIM VCT 2 PLC
OOA,OCTOPUS AIM VCT 2,OCTOPUS AIM VCT PLC
OAP3,OCTOPUS APOLLO VCT,OCTOPUS APOLLO VCT PLC
ORIT,OCTOPUS RENEWABLES INFRASTRUCTURE TRUST,OCTOPUS RENEWABLES INFRASTRUCTURE TRUST PLC
OTV2,OCTOPUS TITAN VCT,OCTOPUS TITAN VCT PLC
OIT,ODYSSEAN INVESTMENT TRUST,ODYSSEAN INVESTMENT TRUST PLC
37OC,OIL AND GAS DEVELOPMENT COMPANY,OIL AND GAS DEVELOPMENT COMPANY LIMITED
OGDC,OIL AND GAS DEVELOPMENT COMPANY,OIL AND GAS DEVELOPMENT COMPANY LIMITED
OEX,OILEX LIMITED,OILEX LD
OKYO,OKYO PHARMA LIMITED,OKYO PHARMA LIMITED
OMU,OLD MUTUAL LIMITED,OLD MUTUAL LIMITED
ODX,OMEGA DIAGNOSTICS GROUP,OMEGA DIAGNOSTICS GROUP PLC
PETR,OMV PETROM S.A.,OMV PETROM S.A.
PETB,OMV PETROM S.A.,OMV PETROM S.A.
OTB,ON THE BEACH GROUP,ONCIMMUNE HOLDINGS PLC
ONC,ONCIMMUNE HOLDING,ONE MEDIA IP GROUP PLC
OMIP,ONE MEDIA IP GROUP,ONESAVINGS BANK PLC
OSB,ONESAVINGS BANK,ONLINE BLOCKCHAIN PLC
OBC,ONLINE BLOCKCHAIN,ON THE BEACH GROUP PLC
OTMP,ONTHEMARKET,ONTHEMARKET PLC
ORPH,OPEN ORPHAN,OPEN ORPHAN PLC
OPG,OPG POWER VENTURES,OPG POWER VENTURES PLC
OPTI,OPTIBIOTIX HEALTH,OPTIBIOTIX HEALTH PLC
ORCP,ORACLE POWER,ORACLE POWER PLC
OIH,ORASCOM INVESTMENT HOLDING S.A.E.,ORASCOM INVESTMENT HOLDING S.A.E
ORCH,ORCHARD FUNDING GROUP,ORCHARD FUNDING GROUP PLC
OCPA,ORCHID PHARMA LIMITED,ORCHID PHARMA LIMITED
OCP,ORCHID PHARMA LIMITED,ORCHID PHARMA LIMITED
ORNT,ORIENT TELECOMMUNICATIONS,ORIENT TELECOMS PLC
OGN,ORIGIN ENTERPRISES,ORIGIN ENTERPRISES PLC
OPPP,ORIGO PARTNERS,ORIGO PARTNERS PLC
OPP,ORIGO PARTNERS,ORIGO PARTNERS PLC
ORR,ORIOLE RESOURCES,ORIOLE RESOURCES PLC
ORM,ORMONDE MINING,ORMONDE MINING PLC
OMI,OROSUR MINING INC,OROSUR MINING INC
OIG,ORYX INTERNATIONAL GROWTH FUND LIMITED,ORYX INTERNATIONAL GROWTH FUND LTD
OSI,OSIRIUM TECHNOLOGIES,OSIRIUM TECHNOLOGIES PLC
OTAQ,OTAQ,OTAQ PLC
OTPD,OTP BANK,OTP BANK PLC
OVB,OVOCA BIO,OVOCA BIO PLC
OBD,OXFORD BIODYNAMICS,OXFORD BIODYNAMICS PLC
OXB,OXFORD BIOMEDICA,OXFORD BIOMEDICA PLC
OXIG,OXFORD INSTRUMENTS,OXFORD INSTRUMENTS PLC
OMG,OXFORD METRICS,OXFORD METRICS PLC
OXH,OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST,OXFORD TECHNOLOGY 2 VENTURE CAPITAL TRUST PLC
OTT,OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST,OXFORD TECHNOLOGY 3 VENTURE CAPITAL TRUST PLC
OXF,OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST,OXFORD TECHNOLOGY 4 VENTURE CAPITAL TRUST PLC
OXT,OXFORD TECHNOLOGY VENTURE CAPITAL TRUST,OXFORD TECHNOLOGY VENTURE CAPITAL TRUST PLC
PAC,PACIFIC ASSETS TRUST,PACIFIC ASSETS TRUST PLC
PHI,PACIFIC HORIZON INVESTMENT TRUST,PACIFIC HORIZON INVESTMENT TRUST PLC
PAGE,PAGEGROUP,PAGEGROUP PLC
47KT,PAINTS AND CHEMICAL INDUSTRIES COMPANY S.A.E.,PAINTS & CHEMICAL INDUSTRIES COMPANY S.A.E.
PCLD,PAINTS AND CHEMICAL INDUSTRIES COMPANY S.A.E.,PAINTS & CHEMICAL INDUSTRIES COMPANY S.A.E.
PCA,PALACE CAPITAL,PALACE CAPITAL PLC
38KN,PALM HILLS DEVELOPMENTS S.A.E.,PALM HILLS DEVELOPMENTS S.A.E
PHDC,PALM HILLS DEVELOPMENTS S.A.E.,PALM HILLS DEVELOPMENTS S.A.E
PAF,PAN AFRICAN RESOURCES,PAN AFRICAN RESOURCES PLC
PIN,PANTHEON INTERNATIONAL,PANTHEON INTERNATIONAL PLC
